Sector Name,Dummy,Percentage Allocation,Scheme Name,Fund House,Type,Sub-Category,Category
Current Assets,,76.08%,Bajaj Finserv Arbitrage Fund,Bajaj Finserv Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Mutual Funds,,17.37%,Bajaj Finserv Arbitrage Fund,Bajaj Finserv Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,7.10%,Bajaj Finserv Arbitrage Fund,Bajaj Finserv Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Capital Goods,,-,Bajaj Finserv Arbitrage Fund,Bajaj Finserv Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Fast Moving Consumer Goods,,-0.01%,Bajaj Finserv Arbitrage Fund,Bajaj Finserv Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Financial Services,,32.62%,Bajaj Finserv Balanced Advantage Fund,Bajaj Finserv Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Current Assets,,20.48%,Bajaj Finserv Balanced Advantage Fund,Bajaj Finserv Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Fast Moving Consumer Goods,,10.26%,Bajaj Finserv Balanced Advantage Fund,Bajaj Finserv Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Automobile and Auto Components,,9.50%,Bajaj Finserv Balanced Advantage Fund,Bajaj Finserv Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
"Oil, Gas & Consumable Fuels",,6.75%,Bajaj Finserv Balanced Advantage Fund,Bajaj Finserv Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Financial Services,,39.67%,Bajaj Finserv Banking and PSU Debt Fund,Bajaj Finserv Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Current Assets,,21.69%,Bajaj Finserv Banking and PSU Debt Fund,Bajaj Finserv Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Sovereign,,20.48%,Bajaj Finserv Banking and PSU Debt Fund,Bajaj Finserv Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Consumer Services,,6.85%,Bajaj Finserv Banking and PSU Debt Fund,Bajaj Finserv Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Power,,5.77%,Bajaj Finserv Banking and PSU Debt Fund,Bajaj Finserv Mutual Fund,Open Ended,Banking and PSU Fund,Debt
Financial Services,,29.97%,Bajaj Finserv Flexi Cap Fund,Bajaj Finserv Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Capital Goods,,15.02%,Bajaj Finserv Flexi Cap Fund,Bajaj Finserv Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Automobile and Auto Components,,11.46%,Bajaj Finserv Flexi Cap Fund,Bajaj Finserv Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Consumer Services,,11.05%,Bajaj Finserv Flexi Cap Fund,Bajaj Finserv Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Fast Moving Consumer Goods,,7.05%,Bajaj Finserv Flexi Cap Fund,Bajaj Finserv Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Financial Services,,90.16%,Bajaj Finserv Liquid Fund,Bajaj Finserv Mutual Fund,Open Ended,Liquid Fund,Debt
Current Assets,,5.65%,Bajaj Finserv Liquid Fund,Bajaj Finserv Mutual Fund,Open Ended,Liquid Fund,Debt
Consumer Services,,2.90%,Bajaj Finserv Liquid Fund,Bajaj Finserv Mutual Fund,Open Ended,Liquid Fund,Debt
Sovereign,,1.30%,Bajaj Finserv Liquid Fund,Bajaj Finserv Mutual Fund,Open Ended,Liquid Fund,Debt
Financial Services,,81.79%,Bajaj Finserv Money Market Fund,Bajaj Finserv Mutual Fund,Open Ended,Money Market Fund,Debt
Sovereign,,11.14%,Bajaj Finserv Money Market Fund,Bajaj Finserv Mutual Fund,Open Ended,Money Market Fund,Debt
Current Assets,,7.07%,Bajaj Finserv Money Market Fund,Bajaj Finserv Mutual Fund,Open Ended,Money Market Fund,Debt
Current Assets,,96.73%,Bajaj Finserv Overnight Fund,Bajaj Finserv Mutual Fund,Open Ended,Overnight Fund,Debt
Sovereign,,3.27%,Bajaj Finserv Overnight Fund,Bajaj Finserv Mutual Fund,Open Ended,Overnight Fund,Debt
Mutual Funds,,99.38%,Bandhan All Seasons Bond Fund,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Current Assets,,0.62%,Bandhan All Seasons Bond Fund,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Miscellaneous,,73.38%,Bandhan Arbitrage Fund,Bandhan Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Mutual Funds,,14.27%,Bandhan Arbitrage Fund,Bandhan Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Financial Services,,10.09%,Bandhan Arbitrage Fund,Bandhan Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,1.66%,Bandhan Arbitrage Fund,Bandhan Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Current Assets,,0.56%,Bandhan Arbitrage Fund,Bandhan Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Mutual Funds,,98.40%,Bandhan Asset Allocation FoF - Aggressive,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Current Assets,,1.60%,Bandhan Asset Allocation FoF - Aggressive,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Mutual Funds,,97.22%,Bandhan Asset Allocation FoF - Conservative,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Current Assets,,2.78%,Bandhan Asset Allocation FoF - Conservative,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Mutual Funds,,98.75%,Bandhan Asset Allocation FoF - Moderate,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Current Assets,,1.25%,Bandhan Asset Allocation FoF - Moderate,Bandhan Mutual Fund,Open Ended,FoF - Domestic,Other
Miscellaneous,,36.03%,Bandhan Balanced Advantage Fund,Bandhan Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Financial Services,,21.27%,Bandhan Balanced Advantage Fund,Bandhan Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Sovereign,,12.96%,Bandhan Balanced Advantage Fund,Bandhan Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Automobile and Auto Components,,6.17%,Bandhan Balanced Advantage Fund,Bandhan Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Capital Goods,,4.25%,Bandhan Balanced Advantage Fund,Bandhan Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Sovereign,,75.81%,Bandhan Bond Fund - Medium Term Plan,Bandhan Mutual Fund,Open Ended,Medium Duration Fund,Debt
Financial Services,,21.54%,Bandhan Bond Fund - Medium Term Plan,Bandhan Mutual Fund,Open Ended,Medium Duration Fund,Debt
Current Assets,,1.38%,Bandhan Bond Fund - Medium Term Plan,Bandhan Mutual Fund,Open Ended,Medium Duration Fund,Debt
Services,,0.95%,Bandhan Bond Fund - Medium Term Plan,Bandhan Mutual Fund,Open Ended,Medium Duration Fund,Debt
Mutual Funds,,0.32%,Bandhan Bond Fund - Medium Term Plan,Bandhan Mutual Fund,Open Ended,Medium Duration Fund,Debt
Sovereign,,55.30%,Bandhan Bond Fund - Short Term Plan,Bandhan Mutual Fund,Open Ended,Short Duration Fund,Debt
Financial Services,,42.85%,Bandhan Bond Fund - Short Term Plan,Bandhan Mutual Fund,Open Ended,Short Duration Fund,Debt
Current Assets,,1.21%,Bandhan Bond Fund - Short Term Plan,Bandhan Mutual Fund,Open Ended,Short Duration Fund,Debt
Services,,0.35%,Bandhan Bond Fund - Short Term Plan,Bandhan Mutual Fund,Open Ended,Short Duration Fund,Debt
Mutual Funds,,0.28%,Bandhan Bond Fund - Short Term Plan,Bandhan Mutual Fund,Open Ended,Short Duration Fund,Debt
Financial Services,,25.52%,Bandhan Core Equity Fund,Bandhan Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Information Technology,,8.23%,Bandhan Core Equity Fund,Bandhan Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,8.09%,Bandhan Core Equity Fund,Bandhan Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Automobile and Auto Components,,7.90%,Bandhan Core Equity Fund,Bandhan Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Healthcare,,6.19%,Bandhan Core Equity Fund,Bandhan Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Financial Services,,27.76%,Bandhan Credit Risk Fund,Bandhan Mutual Fund,Open Ended,Credit Risk Fund,Debt
Sovereign,,22.90%,Bandhan Credit Risk Fund,Bandhan Mutual Fund,Open Ended,Credit Risk Fund,Debt
Forest Materials,,10.29%,Bandhan Credit Risk Fund,Bandhan Mutual Fund,Open Ended,Credit Risk Fund,Debt
Diversified,,10.23%,Bandhan Credit Risk Fund,Bandhan Mutual Fund,Open Ended,Credit Risk Fund,Debt
Power,,8.81%,Bandhan Credit Risk Fund,Bandhan Mutual Fund,Open Ended,Credit Risk Fund,Debt
Sovereign,,97.33%,Bandhan Crisil IBX Gilt April 2026 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,2.66%,Bandhan Crisil IBX Gilt April 2026 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Miscellaneous,,-,Bandhan Crisil IBX Gilt April 2026 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,96.56%,Bandhan CRISIL IBX Gilt April 2028 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,3.44%,Bandhan CRISIL IBX Gilt April 2028 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,95.32%,Bandhan Crisil IBX Gilt April 2032 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,4.68%,Bandhan Crisil IBX Gilt April 2032 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Miscellaneous,,-,Bandhan Crisil IBX Gilt April 2032 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,98.31%,Bandhan CRISIL IBX Gilt June 2027 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,1.69%,Bandhan CRISIL IBX Gilt June 2027 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Miscellaneous,,-,Bandhan CRISIL IBX Gilt June 2027 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,97.62%,Bandhan Dynamic Bond Fund,Bandhan Mutual Fund,Open Ended,Dynamic Bond,Debt
Current Assets,,2.10%,Bandhan Dynamic Bond Fund,Bandhan Mutual Fund,Open Ended,Dynamic Bond,Debt
Mutual Funds,,0.27%,Bandhan Dynamic Bond Fund,Bandhan Mutual Fund,Open Ended,Dynamic Bond,Debt
Miscellaneous,,0.01%,Bandhan Dynamic Bond Fund,Bandhan Mutual Fund,Open Ended,Dynamic Bond,Debt
Financial Services,,28.25%,Bandhan ELSS Tax saver Fund,Bandhan Mutual Fund,Open Ended,ELSS,Equity
Automobile and Auto Components,,9.59%,Bandhan ELSS Tax saver Fund,Bandhan Mutual Fund,Open Ended,ELSS,Equity
Information Technology,,8.99%,Bandhan ELSS Tax saver Fund,Bandhan Mutual Fund,Open Ended,ELSS,Equity
Healthcare,,6.65%,Bandhan ELSS Tax saver Fund,Bandhan Mutual Fund,Open Ended,ELSS,Equity
Fast Moving Consumer Goods,,6.39%,Bandhan ELSS Tax saver Fund,Bandhan Mutual Fund,Open Ended,ELSS,Equity
Miscellaneous,,49.62%,Bandhan Equity Savings Fund,Bandhan Mutual Fund,Open Ended,Equity Savings,Hybrid
Financial Services,,22.92%,Bandhan Equity Savings Fund,Bandhan Mutual Fund,Open Ended,Equity Savings,Hybrid
Mutual Funds,,8.74%,Bandhan Equity Savings Fund,Bandhan Mutual Fund,Open Ended,Equity Savings,Hybrid
Current Assets,,4.92%,Bandhan Equity Savings Fund,Bandhan Mutual Fund,Open Ended,Equity Savings,Hybrid
Information Technology,,2.10%,Bandhan Equity Savings Fund,Bandhan Mutual Fund,Open Ended,Equity Savings,Hybrid
Financial Services,,94.51%,Bandhan Financial Services Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,4.79%,Bandhan Financial Services Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Miscellaneous,,0.70%,Bandhan Financial Services Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,24.11%,Bandhan Flexi Cap Fund,Bandhan Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Capital Goods,,13.19%,Bandhan Flexi Cap Fund,Bandhan Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Automobile and Auto Components,,10.95%,Bandhan Flexi Cap Fund,Bandhan Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Information Technology,,9.00%,Bandhan Flexi Cap Fund,Bandhan Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Fast Moving Consumer Goods,,6.27%,Bandhan Flexi Cap Fund,Bandhan Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Financial Services,,86.53%,Bandhan Floating Rate Fund,Bandhan Mutual Fund,Open Ended,Floater Fund,Debt
Sovereign,,10.53%,Bandhan Floating Rate Fund,Bandhan Mutual Fund,Open Ended,Floater Fund,Debt
Current Assets,,2.50%,Bandhan Floating Rate Fund,Bandhan Mutual Fund,Open Ended,Floater Fund,Debt
Mutual Funds,,0.42%,Bandhan Floating Rate Fund,Bandhan Mutual Fund,Open Ended,Floater Fund,Debt
Miscellaneous,,0.03%,Bandhan Floating Rate Fund,Bandhan Mutual Fund,Open Ended,Floater Fund,Debt
Financial Services,,33.27%,Bandhan Focused Equity Fund,Bandhan Mutual Fund,Open Ended,Focused Fund,Equity
Information Technology,,11.54%,Bandhan Focused Equity Fund,Bandhan Mutual Fund,Open Ended,Focused Fund,Equity
Capital Goods,,10.48%,Bandhan Focused Equity Fund,Bandhan Mutual Fund,Open Ended,Focused Fund,Equity
Automobile and Auto Components,,9.31%,Bandhan Focused Equity Fund,Bandhan Mutual Fund,Open Ended,Focused Fund,Equity
Fast Moving Consumer Goods,,5.95%,Bandhan Focused Equity Fund,Bandhan Mutual Fund,Open Ended,Focused Fund,Equity
Sovereign,,96.62%,Bandhan Government Securities Fund Constant Maturity Plan,Bandhan Mutual Fund,Open Ended,Gilt Fund with 10 year constant duration,Debt
Current Assets,,3.31%,Bandhan Government Securities Fund Constant Maturity Plan,Bandhan Mutual Fund,Open Ended,Gilt Fund with 10 year constant duration,Debt
Miscellaneous,,0.06%,Bandhan Government Securities Fund Constant Maturity Plan,Bandhan Mutual Fund,Open Ended,Gilt Fund with 10 year constant duration,Debt
Sovereign,,97.63%,Bandhan Government Securities Fund Investment Plan,Bandhan Mutual Fund,Open Ended,Gilt Fund,Debt
Current Assets,,2.35%,Bandhan Government Securities Fund Investment Plan,Bandhan Mutual Fund,Open Ended,Gilt Fund,Debt
Miscellaneous,,0.02%,Bandhan Government Securities Fund Investment Plan,Bandhan Mutual Fund,Open Ended,Gilt Fund,Debt
Financial Services,,44.98%,Bandhan Hybrid Equity Fund,Bandhan Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Information Technology,,7.72%,Bandhan Hybrid Equity Fund,Bandhan Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Automobile and Auto Components,,7.23%,Bandhan Hybrid Equity Fund,Bandhan Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Consumer Durables,,4.89%,Bandhan Hybrid Equity Fund,Bandhan Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
"Oil, Gas & Consumable Fuels",,4.31%,Bandhan Hybrid Equity Fund,Bandhan Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Construction,,32.23%,Bandhan Infrastructure Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Capital Goods,,23.36%,Bandhan Infrastructure Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Construction Materials,,12.49%,Bandhan Infrastructure Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Services,,8.77%,Bandhan Infrastructure Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Power,,7.91%,Bandhan Infrastructure Fund,Bandhan Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,32.50%,Bandhan Large Cap Fund,Bandhan Mutual Fund,Open Ended,Large Cap Fund,Equity
Information Technology,,13.30%,Bandhan Large Cap Fund,Bandhan Mutual Fund,Open Ended,Large Cap Fund,Equity
Automobile and Auto Components,,11.01%,Bandhan Large Cap Fund,Bandhan Mutual Fund,Open Ended,Large Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,9.65%,Bandhan Large Cap Fund,Bandhan Mutual Fund,Open Ended,Large Cap Fund,Equity
Fast Moving Consumer Goods,,6.85%,Bandhan Large Cap Fund,Bandhan Mutual Fund,Open Ended,Large Cap Fund,Equity
Financial Services,,77.00%,Bandhan Liquid Fund,Bandhan Mutual Fund,Open Ended,Liquid Fund,Debt
Sovereign,,20.09%,Bandhan Liquid Fund,Bandhan Mutual Fund,Open Ended,Liquid Fund,Debt
Consumer Services,,8.68%,Bandhan Liquid Fund,Bandhan Mutual Fund,Open Ended,Liquid Fund,Debt
Mutual Funds,,0.27%,Bandhan Liquid Fund,Bandhan Mutual Fund,Open Ended,Liquid Fund,Debt
Miscellaneous,,-,Bandhan Liquid Fund,Bandhan Mutual Fund,Open Ended,Liquid Fund,Debt
Financial Services,,79.21%,Bandhan Low Duration Fund,Bandhan Mutual Fund,Open Ended,Low Duration Fund,Debt
Sovereign,,12.10%,Bandhan Low Duration Fund,Bandhan Mutual Fund,Open Ended,Low Duration Fund,Debt
Construction,,4.80%,Bandhan Low Duration Fund,Bandhan Mutual Fund,Open Ended,Low Duration Fund,Debt
Current Assets,,3.39%,Bandhan Low Duration Fund,Bandhan Mutual Fund,Open Ended,Low Duration Fund,Debt
Mutual Funds,,0.29%,Bandhan Low Duration Fund,Bandhan Mutual Fund,Open Ended,Low Duration Fund,Debt
Capital Goods,,25.32%,Bandhan Midcap Fund,Bandhan Mutual Fund,Open Ended,Mid Cap Fund,Equity
Automobile and Auto Components,,12.17%,Bandhan Midcap Fund,Bandhan Mutual Fund,Open Ended,Mid Cap Fund,Equity
Financial Services,,11.66%,Bandhan Midcap Fund,Bandhan Mutual Fund,Open Ended,Mid Cap Fund,Equity
Information Technology,,9.61%,Bandhan Midcap Fund,Bandhan Mutual Fund,Open Ended,Mid Cap Fund,Equity
Consumer Services,,7.28%,Bandhan Midcap Fund,Bandhan Mutual Fund,Open Ended,Mid Cap Fund,Equity
Financial Services,,86.08%,Bandhan Money Manager Fund,Bandhan Mutual Fund,Open Ended,Money Market Fund,Debt
Sovereign,,11.41%,Bandhan Money Manager Fund,Bandhan Mutual Fund,Open Ended,Money Market Fund,Debt
Current Assets,,1.50%,Bandhan Money Manager Fund,Bandhan Mutual Fund,Open Ended,Money Market Fund,Debt
Consumer Services,,0.77%,Bandhan Money Manager Fund,Bandhan Mutual Fund,Open Ended,Money Market Fund,Debt
Mutual Funds,,0.21%,Bandhan Money Manager Fund,Bandhan Mutual Fund,Open Ended,Money Market Fund,Debt
Financial Services,,26.44%,Bandhan Multi Cap Fund,Bandhan Mutual Fund,Open Ended,Multi Cap Fund,Equity
Information Technology,,7.94%,Bandhan Multi Cap Fund,Bandhan Mutual Fund,Open Ended,Multi Cap Fund,Equity
Healthcare,,7.26%,Bandhan Multi Cap Fund,Bandhan Mutual Fund,Open Ended,Multi Cap Fund,Equity
Automobile and Auto Components,,7.17%,Bandhan Multi Cap Fund,Bandhan Mutual Fund,Open Ended,Multi Cap Fund,Equity
Fast Moving Consumer Goods,,6.68%,Bandhan Multi Cap Fund,Bandhan Mutual Fund,Open Ended,Multi Cap Fund,Equity
Financial Services,,32.58%,Bandhan Nifty 100 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,11.37%,Bandhan Nifty 100 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
"Oil, Gas & Consumable Fuels",,10.56%,Bandhan Nifty 100 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Fast Moving Consumer Goods,,9.86%,Bandhan Nifty 100 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Automobile and Auto Components,,6.42%,Bandhan Nifty 100 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Financial Services,,35.25%,Bandhan Nifty 50 ETF,Bandhan Mutual Fund,Open Ended,ETFs - Others,Other
Information Technology,,13.62%,Bandhan Nifty 50 ETF,Bandhan Mutual Fund,Open Ended,ETFs - Others,Other
"Oil, Gas & Consumable Fuels",,11.40%,Bandhan Nifty 50 ETF,Bandhan Mutual Fund,Open Ended,ETFs - Others,Other
Fast Moving Consumer Goods,,9.17%,Bandhan Nifty 50 ETF,Bandhan Mutual Fund,Open Ended,ETFs - Others,Other
Automobile and Auto Components,,6.48%,Bandhan Nifty 50 ETF,Bandhan Mutual Fund,Open Ended,ETFs - Others,Other
Financial Services,,35.19%,Bandhan Nifty 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,13.59%,Bandhan Nifty 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
"Oil, Gas & Consumable Fuels",,11.38%,Bandhan Nifty 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Fast Moving Consumer Goods,,9.14%,Bandhan Nifty 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Automobile and Auto Components,,6.47%,Bandhan Nifty 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Financial Services,,36.97%,Bandhan Nifty Alpha 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Capital Goods,,26.69%,Bandhan Nifty Alpha 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,9.32%,Bandhan Nifty Alpha 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Healthcare,,8.46%,Bandhan Nifty Alpha 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Construction,,4.82%,Bandhan Nifty Alpha 50 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,100.53%,Bandhan Nifty IT Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Miscellaneous,,0.01%,Bandhan Nifty IT Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,-0.53%,Bandhan Nifty IT Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Financial Services,,23.03%,Bandhan Nifty Smallcap 250 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Capital Goods,,15.34%,Bandhan Nifty Smallcap 250 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Healthcare,,9.63%,Bandhan Nifty Smallcap 250 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,6.67%,Bandhan Nifty Smallcap 250 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Chemicals,,5.47%,Bandhan Nifty Smallcap 250 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
Fast Moving Consumer Goods,,24.86%,Bandhan Nifty100 Low Volatility 30 Index Fund,Bandhan Mutual Fund,Open Ended,Index Funds,Other
